timestamp,post,coordinates,latitude,longitude,country,region
2025-01-02,"Ось куди прилетіло по Іванівському - `51.605360, 34.942290`. Відразу впізнали цю будівлю, бо локали там підорів в кінці листопада. З Новим роком, уйобки:)","51.605360, 34.942290",51.60536,34.94229,Russia,Kursk Oblast
2024-12-31,"🔄 Місцеві телеграм-канали публікують наслідки атаки повітряних сил ЗСУ на місто Льгов Курської області Будівля була ідентифікована як та сама що була і на нічному відео з пожежею. Це станція Льгов-2, де за нашою (і не тільки нашою) інформацією перебували російські та ймовірно корейські військовослужбовці Як повідомляють джерела ASTRA — 8 військовослужбовців загинули, 22 поранено внаслідок атаки ракетами Storm Shadow 📍 `51.654667470280934, 35.24492200060382`","51.654667470280934, 35.24492200060382",51.654667470280934,35.24492200060382,Russia,Kursk Oblast
2024-12-31,"ССО оприлюднили відео на якому вони з підтримкою артилерії займають село на Курщині Локація: круглєнькое, курская область [Джерело](https://t.me/ukr_sof/1334) `51.341298,35.172753` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.341298/35.172753)","51.341298,35.172753",51.341298,35.172753,Russia,Kursk Oblast
2024-12-31,"Ярцівська нафтобаза ПАТ ""НК ""роснєфть"" - смоленськнафтопродукт"" почала святкувати Новий рік трошки завчасно, але ми не проти Локація: ярцево, смоленська область `55.0700325,32.6648087` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/55.0700325/32.6648087)","55.0700325,32.6648087",55.0700325,32.6648087,Russia,Smolensk Oblast
2024-12-27,"Проаналізувавши супутникові SAR знімки за 26.12 та Sentinel 22.11 ми прийшли до висновку, що в результаті повторної атаки по 67-ому арсеналу ГРАУ мо рф в ніч на [19.11](https://t.me/kiber_boroshno/10636) була уражена одна будівля за даними координатами - [53.144660,34.943540](https://cyber-boroshno.com.ua/#16/53.145/34.944). Інших уражень ми не помітили, можливо при кращих стандартних знімках буде видно інші пошкодження. На SAR знімках це видно краще, ніж на Sentinel, але через ряд причин оприлюднити ми їх не можемо. До цього цей арсенал вже було атаковано [09.10](https://t.me/kiber_boroshno/10264) й тоді було [знищено](https://t.me/radiosvoboda/70149) дві будівлі.","53.144660,34.943540",53.14466,34.94354,Russia,Bryansk Oblast
2024-12-18,"СОУ уразили Новошахтинський НПЗ Локація: Новошахтинськ, ростовська область оператор - `47.8289108,39.9171449` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.8289108/39.9171449)","47.8289108,39.9171449",47.8289108,39.9171449,Russia,Rostov Oblast
2024-12-18,"Удар ракетами по виробничому майданчику ФКП ""Комбінат ""Камєнскій"" Локація: Кам'янск-Шахтинський, ростовська область __Комбінат __[__виробляє__](https://t.me/libertas_justitia_veritas/7774)__ ракетне паливо й ще у 2020 році був переведений на 12-годинні робочі зміни.__ оператор - `48.2996222, 40.1868895` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.2996222/40.1868895)","48.2996222, 40.1868895",48.2996222,40.1868895,Russia,Rostov Oblast
2024-12-15,"Підрозділ “Black hawk” 100 ОМБр знищує позиції окупантів Локація: Торецьк, Донецька область [Джерело](https://t.me/wild_hornets/2259) `48.389368, 37.839322` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.389368/37.839322)","48.389368, 37.839322",48.389368,37.839322,Ukraine,Donetsk Oblast
2024-12-14,"Заявлено, як пересування військових КНДР Локація: між н.п. Крємянноє та Погрєбкі, Курщина [Джерело](https://t.me/Zigun_Mangusta/17510) `51.3814035,35.1568506` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.3814035/35.1568506)","51.3814035,35.1568506",51.3814035,35.1568506,Russia,Kursk Oblast
2024-12-13,"Добрі дрони уразили лінійно виробничо-диспетчерську станцію «Сталевий Кінь» АТ «АК ""Південно-Захід Транснафтопродукт""» Локація: Стольной Конь, Орловська область `53.0417133,36.1301751` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/53.0417133/36.1301751)","53.0417133,36.1301751",53.0417133,36.1301751,Russia,Oryol Oblast
2024-12-13,"Удар по будинку з окупантами від 46 ОАеМБр Локація: Курахове, Донецька область [Джерело](https://t.me/escadrone/1808) `47.979381, 37.285845` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.979381/37.285845)","47.979381, 37.285845",47.979381,37.285845,Ukraine,Donetsk Oblast
2024-12-12,"Батальйон ударних БпАК ""Ахіллес"" 92 ОШБр відбив механізований штурм противника Локація: околиці Кругляківки, Харківська область [Джерело](https://t.me/fedorenkoys/803) 0:07 - `49.550644, 37.763707` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.550644/37.763707) 1:29 - `49.551865, 37.757454` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.551865/37.757454) 1:37 - `49.550418, 37.762493` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.550418/37.762493)","49.550644, 37.763707",49.550644,37.763707,Ukraine,Kharkiv Oblast
2024-12-11,"Пожежа на нафтобазі у Брянську Локація: Брянськ, БНР Місце звідки ведеться зйомка - `53.208897, 34.462425` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/53.208897/34.462425)","53.208897, 34.462425",53.208897,34.462425,Russia,Bryansk Oblast
2024-12-10,"Бійці 126-ї бригади ТрО збили «Мерлін» Локація: Понятівка, Херсонська область [Джерело](https://t.me/savelifeua/3321) `46.749043, 32.921750` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.749043/32.921750)","46.749043, 32.921750",46.749043,32.92175,Ukraine,Unknown
2024-12-10,"Штурмовики 425 ОШБ ""Скала"" знищують групу РОВ. Опісля сапери підривають міст Локація: Новотроїцьке, Донецька область [Джерело](https://t.me/skalabatalion/465) 0:03 - `48.201133, 37.088995` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.201133/37.088995) 0:35 - `48.203271, 37.095347` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.203271/37.095347)","48.201133, 37.088995",48.201133,37.088995,Ukraine,Donetsk Oblast
2024-12-10,"121 бригада ТРО зб иває черговий Supercam Локація: Українка, Херсонська область [Джерело](https://t.me/wild_hornets/2236) `47.320403, 33.780870` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.320403/33.780870)","47.320403, 33.780870",47.320403,33.78087,Ukraine,Unknown
2024-12-08,"Батальйон ударних БпАК ""Ахіллес"" 92 ОШБр та Перша Президентська бригада НГУ «Буревій» відбивають ворожий штурм Локація: Кругляківка, Харківська область [Джерело](https://t.me/fedorenkoys/785) 0:11 - `49.541574, 37.761130` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.541574/37.761130) 1:07 - `49.520895, 37.726044` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.520895/37.726044)","49.541574, 37.761130",49.541574,37.76113,Ukraine,Kharkiv Oblast
2024-12-07,"39БрТА здійснює авіаудар по ворогу. На жаль авіабомба не здетонувала Локація: Шахта «Котляревська», Донецька область [Джерело](https://t.me/soniah_hub/8012) `48.158787, 37.364006` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.158787/37.364006)","48.158787, 37.364006",48.158787,37.364006,Ukraine,Donetsk Oblast
2024-12-06,"103 ОБрТРО публікує нарізку знищення ворожих транспортів Локація: Званноє, КуНР [Джерело](https://t.me/chornyi_stryzh/99) 0:06 - `51.369066, 34.555984` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.369066/34.555984) 0:40 - `51.367553, 34.561017` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.367553/34.561017) 0:51 - `51.360851, 34.577264` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.360851/34.577264)","51.369066, 34.555984",51.369066,34.555984,Russia,Kursk Oblast
2024-12-06,"Воїни з 42 ОМБр знищують вантажівку противника Локація: Дорога 14К-3, БНР. [Джерело](https://t.me/escadrone/1782) 0:11 - `50.427680,36.823603` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.427680/36.823603)","50.427680,36.823603",50.42768,36.823603,Russia,Belgorod Oblast
2024-12-04,"Нарізка роботи танків 12-ої бригади «Азов» Локація: околиці Неліпівки, Донецька область [Джерело](https://t.me/azov_media/6311) 0:01 - `48.375224, 37.793697` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.375224/37.793697) 0:22 - `48.363371, 37.820687` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.363371/37.820687) 0:24 - `48.363884, 37.822262` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.363884/37.822262) 0:37 - `48.344813, 37.809128` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.344813/37.809128) 0:44 - `48.372134, 37.839164` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.372134/37.839164) 0:53 - `48.337500, 37.797972` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.337500/37.797972)","48.375224, 37.793697",48.375224,37.793697,Ukraine,Donetsk Oblast
2024-12-01,"Нарізка роботи РУБпАК 102 бригади ТрО підрозділу ""ВОВКИ"" Локація: Дорожнянка, Запорізька область [Джерело](https://t.me/SJTF_Odes/11823) 0:07 - `47.591725, 36.255462` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.591725/36.255462) 0:16 - `47.585102, 36.261994` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.585102/36.261994) 0:19 - `47.589499, 36.256794` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.589499/36.256794)","47.591725, 36.255462",47.591725,36.255462,Ukraine,Zaporizhia Oblast
2024-11-30,"Підрозділ «Москіти» знищує ворожого штурмовика Локація: Гродівка, Донецька область [Джерело](https://t.me/Mosquit/52) `48.254649, 37.399212` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.254649/37.399212)","48.254649, 37.399212",48.254649,37.399212,Ukraine,Donetsk Oblast
2024-11-29,"Чергове збиття ворожого дрону Локація: Околиці Золочева, Харківська область [Джерело](https://t.me/BIG_BANG_MEDIA/21434) `50.331701, 35.917744` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.331701/35.917744)","50.331701, 35.917744",50.331701,35.917744,Ukraine,Kharkiv Oblast
2024-11-29,"ГУР МО України публікує кадри знищення РЛС 1Л219 «Зоопарк-1» Локація: На північний захід від Авдіївки, Донецька область [Джерело](https://t.me/DIUkraine/4922) `48.182798, 37.659140` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.182798/37.659140)","48.182798, 37.659140",48.182798,37.65914,Ukraine,Donetsk Oblast
2024-11-29,"В Криму було уражено, імовірно, позицію С-400 ""Тріумф"" Локація: н.п. Курганне, Сімферопольский район __Поруч з полем в якому було уражено ЗРК знаходиться колишня стаціонарна позиція С-400. Перестала використовуватися після постійних ударів ракет та БПЛА по Криму. Але позиція й поле знаходяться на висоті, отже, імовірно, сьогодні ЗРК вирішило зайняти вогневу в полі через гарну топографію для цього.__ оператор - `45.0470119, 33.9528420` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/45.0470119/33.9528420) район ураження - `45.0758911, 33.9235118` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/45.0758911/33.9235118)","45.0470119, 33.9528420",45.0470119,33.952842,Ukraine,Autonomous Republic of Crimea
2024-11-29,"Нафтобаза росрєзєрва ""Атлас"" повторно уражена добрими безпілотниками Локація: Кам'янський район, Ростовська область __Повторєніє - мать учєнія!__ `48.459080, 40.331780` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.459080/40.331780)","48.459080, 40.331780",48.45908,40.33178,Russia,Rostov Oblast
2024-11-27,"Архівне відео роботи БМП 30 ОМБр по позиціях противника Локація: На північний схід від Куп'янська, Харківська область [Джерело](https://t.me/mb2omb30/73) `49.752242, 37.676740` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.752242/37.676740)","49.752242, 37.676740",49.752242,37.67674,Ukraine,Kharkiv Oblast
2024-11-26,"Міннападу рф публікує ATACMS після ""успішного"" збиття на фоні ЗГРК ""Панцирь"", що все ""збив"" Локація: ае ""Курськ-Східний"", Курськ `51.750760,36.305780` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.750760/36.305780)","51.750760,36.305780",51.75076,36.30578,Russia,Kursk Oblast
2024-11-25,"Знищення 3 БМП і 1 ББМ пілотами батальйону Безпілотних Систем 110 ОМБР поблизу Цукурине та Новодмитрівки. Локація: на схід від Цукурине, Донецька область. [Джерело](https://t.me/rubpak/233) 0:04 - `48.092223, 37.239801` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.092223/37.239801) 0:38 - `48.088949, 37.273165` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.088949/37.273165) 0:50 - `48.089547, 37.278789` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.089547/37.278789)","48.092223, 37.239801",48.092223,37.239801,Ukraine,Donetsk Oblast
2024-11-25,"Відео ударів ATACMS по Курщині цієї ночі. Окрім прильотів по ае ""Курськ Східний"" можна побачити два удари по позиції С-400, що намагалася відбити атаку. Приблизний район прильоту по позиції - `51.7486691,36.3712049` Всього на відео можна побачити прильоти мінімум 5 ракет ATACMS з касетною частиною.","51.7486691,36.3712049",51.7486691,36.3712049,Russia,Kursk Oblast
2024-11-25,"Момент прильоту двох касетних ATACMS по аеродрому ""Курськ-Східний"" Локація: Курськ __Дякуємо підписнику за наданий матеріал!__ оператор - `51.7453568, 36.2574562` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.7453568/36.2574562) приблизний район влучання [1] - `51.7516812, 36.2814569` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.7516812/36.2814569) приблизний район влучання [2] - `51.7501309, 36.2845641` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.7501309/36.2845641)","51.7453568, 36.2574562",51.7453568,36.2574562,Russia,Kursk Oblast
2024-11-24,"Підрозділ артрозвідки «Москіти» знищує ворожого піхотинця Локація: район н.п. Новогродівка, Донецька область [Джерело](https://t.me/silukr/495) `48.192093, 37.362891` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.192093/37.362891)","48.192093, 37.362891",48.192093,37.362891,Ukraine,Donetsk Oblast
2024-11-23,"Воїни батальйону безпілотних систем «Рарог» знищують ворожу бронетехніку Локація: Бахмут, Донецька область [Джерело](https://t.me/Khortytsky_wind/2510) 0:03 - `48.586032, 37.972615` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.586032/37.972615) 0:17 - `48.612057, 37.976180` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.612057/37.976180)","48.586032, 37.972615",48.586032,37.972615,Ukraine,Donetsk Oblast
2024-11-23,"Підрозділ ""Аеронавти"" 35 ОБрМП фіксує черговий авіаудар СОУ Локація: Сонцівка, Донецька область [Джерело](https://t.me/aeronavtyua/2987) `48.050340, 37.189527` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.050340/37.189527)","48.050340, 37.189527",48.05034,37.189527,Ukraine,Donetsk Oblast
2024-11-22,"Зенітники 93 ОМБр збивають безпілотники Zala і Supercam Локація: На південь від Часового Яру, Донецька область [Джерело](https://t.me/wild_hornets/2151) 0:03 - `48.542404, 37.868520` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.542404/37.868520) 0:13 - `48.488676, 37.807303` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.488676/37.807303)","48.542404, 37.868520",48.542404,37.86852,Ukraine,Donetsk Oblast
2024-11-21,"Підрозділ ""Аеронавти"" 35 ОБрМП фіксує удар по РОВ Локація: Іллінка, Донецька область [Джерело](https://t.me/aeronavtyua/2982) `48.010160, 37.309303` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.010160/37.309303)","48.010160, 37.309303",48.01016,37.309303,Ukraine,Donetsk Oblast
2024-11-20,"ОК удару ракетами Storm Shadow по бункеру в н.п. Мар'їно, Курська область. Присутність там бункеру підтверджують знімки з Google Street View.__ __ `51.586622,34.947810` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.586622/34.947810)","51.586622,34.947810",51.586622,34.94781,Russia,Kursk Oblast
2024-11-20,"🦉✈️ **Добрі дрони уразили командний пункт угруповання “сєвєр” 18-го листопада в ранок понеділка** 🗣Сьогодні, рівно через два дні з моменту подій на ресурсах ГУР було розміщено підтвердження влучання в КП “сєвєр” РОВ разом з [відео нарізкою](https://t.me/DIUkraine/4865) з одного з місцевих телеграм каналів. 🟣Судячи з геолокованих кадрів КП “сєвєр” РОВ був розміщений на території спортивно-оздоровчого комплексу «орльонок» міста ґубкін бєлгородської області. 💥Координати: `51.275602, 37.477601` 🗺[Google Maps](https://maps.app.goo.gl/gEEYQo1ofMpPS2jQ8) 🟣За інформацією з першоджерела місцевого ТГ каналу — було видно падіння БПЛА, які супроводжувались хмарами густого диму на західній околиці міста, саме там де розташований комплекс «орльонок». 🟣Перший «прильот» відбувся приблизно о 8:40, по київському часу (GMT+2) або 9:40 по місцевому часу (GMT+3). Другий відбувся через декілька хвилин, всього протягом 20 хвилин нарахували 4 дуже гучних вибухи. 🚀[Підписатися](https://t.me/cricket404_team) | [Зв'язок та співпраця](https://t.me/cricket404)","51.275602, 37.477601",51.275602,37.477601,Russia,Belgorod Oblast
2024-11-20,"Фото зроблено пару днів тому на території об'єкта(район влучання[2]), що в вікімапії позначено, як ""вузол зв'язку"". `51.5873095,34.9467180` - зроблено тут Друге фото - ворота на фоні з Google Street View, щоб не було сумнівів. Дякуємо корисним довбойобам!","51.5873095,34.9467180",51.5873095,34.946718,Russia,Kursk Oblast
2024-11-20,"Невідомі ракети уражають ворожий об'єкт в Курській області Локація: район н.п. Мар'їно та Івановскоє, Курська область __В цьому районі є жирна ціль, але не будемо ""бігти поперед батька в пекло"".__ оператор - `51.5879427,34.9398152` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.5879427/34.9398152) район влучання[1] - `51.5919869,34.9476394` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.5919869/34.9476394) район влучання[2] - `51.5865010,34.9477441` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/51.5865010/34.9477441)","51.5879427,34.9398152",51.5879427,34.9398152,Russia,Kursk Oblast
2024-11-18,"Танки прямою наводкою знищують декілька будинків зі скупченням живої сили РОВ Локація: Новоолексіївка, на Захід від Селидового [Джерело](https://t.me/gostrikartuzy/724) 0:11 - `48.132261, 37.215211` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.132261/37.215211)","48.132261, 37.215211",48.132261,37.215211,Ukraine,Donetsk Oblast
2024-11-18,"Авіаудар по окупантах, що засіли в будинку Локація: Часів Яр, Донецька область [Джерело](https://t.me/soniah_hub/7614) `48.587020, 37.840934` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.587020/37.840934)","48.587020, 37.840934",48.58702,37.840934,Ukraine,Donetsk Oblast
2024-11-18,"Збиття чергового Орлану зенітним дроном Локація: на захід від Херсона, район н.п. Томина Балка [Джерело](https://t.me/wild_hornets/2123) `46.648675, 32.307092` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.648675/32.307092)","46.648675, 32.307092",46.648675,32.307092,Ukraine,Unknown
2024-11-17,"Пілоти 67 ОМБр знищують техніку росіян поблизу Тернів на Донеччині. Локація: Терни, Донецька область. [Джерело](https://t.me/OMBr67/1827) 0:26 - `49.108447, 37.971807` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.108447/37.971807) 0:30 - `49.110987, 37.975419` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.110987/37.975419) 0:30 - `49.110039, 37.985359` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.110039/37.985359) 0:30 - `49.107773, 37.983693` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.107773/37.983693)","49.108447, 37.971807",49.108447,37.971807,Ukraine,Donetsk Oblast
2024-11-17,"Бійці бригади «Азов» вирізають ворожі крила Локація: На захід від Торецька, Донецька область [Джерело](https://t.me/ssternenko/36289) 0:07 - `48.351543, 37.784071` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.351543/37.784071) 0:13 - `48.386507, 37.748584` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.386507/37.748584) 0:19 - `48.402953, 37.761486` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.402953/37.761486)","48.351543, 37.784071",48.351543,37.784071,Ukraine,Donetsk Oblast
2024-11-16,"Оперативне командування ""Південь"" публікує ураження пункту управління окупантів на лівому березі Дніпра Локація: Челбурда, Херсонська область [Джерело](https://t.me/SJTF_Odes/11770) `46.617736, 32.943445` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.617736/32.943445)","46.617736, 32.943445",46.617736,32.943445,Ukraine,Unknown
2024-11-16,"Підрозділ ""BULAVA"" 3-го Мехбату Окремої президентської бригади імені гетьмана Богдана Хмельницького наздоганяє дроном ворожого мотоцикліста Локація: На захід від Завітного Бажання, Донецька область [Джерело](https://t.me/wild_hornets/2112) `47.711384, 36.780869` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.711384/36.780869)","47.711384, 36.780869",47.711384,36.780869,Ukraine,Donetsk Oblast
2024-11-15,"Фото з 170-мм САУ **M1989 «Koksan»** в рф було зроблено поблизу залізної дороги в м.Красноярськ, між з/д станціями «Водопьянова» і «Красноярск-Северный». На другому фото фото будинку на фоні з мережі. ```56.069386, 92.920244```","56.069386, 92.920244",56.069386,92.920244,Russia,Krasnoyarsk Krai
