2024-07-16,"13 травня був нанесений удар по в/ч 85683 на горі Ай-Петрі та в результаті був [ліквідований](https://t.me/a_shtirlitz/29611) командир частини - підполковник Кулаков Олександр Олександрович. Була знищена будова, що стояла поруч з захистними куполами для радіолокаційних антен. Wikimapia каже, що це радіолокаційна станція, на гугловських знімках там стоять дизельки, що імовірно живили антени. До удару там була будівля, але яку саме функцію вона виконувала нам достеменно невідомо. `44.485660,34.030420` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/44.485660/34.030420)","44.485660,34.030420",44.48566,34.03042,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-06-30,"Пожежа в Щолкіне, імовірно, після збиття ракети Локація: Щолкіне, Крим [Джерело](https://t.me/Crimeanwind/62661) район пожежі - `45.411562,35.802650` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/45.411562/35.802650)","45.411562,35.802650",45.411562,35.80265,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-06-23,"На території цього об'єкта був розташований, як мінімум, один комплекс РЕБ ""Красуха"", що призначений для прикриття командних пунктів та інших важливих об'єктів. Це чергова аналоговнєтна шняга. На зображенні заявлені ТТХ. Координати, за якими стояв комплекс - `45.222160, 33.157350`.","45.222160, 33.157350",45.22216,33.15735,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-06-21,"Робота російської протиповітряної оборони в Сімферополі, Кримський півострів. Simferopol, Crimean Peninsula, Ukraine Pov: ~`44.960524, 34.095863` Source: https://t.me/Crimeanwind/61883","44.960524, 34.095863",44.960524,34.095863,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-06-12,"Результат атаки по позиції ЗРК С-400 ""Триумф"" в районі н.п. Рубинівка, Джанкойський район. Було знищено РЛС 48Я6-К1 «Подлет». Також на знімку можна побачити ПУ типу 51П6 з однією ракетою, її стан не відомий. Та ще одну тікаючу ПУ. Ще наявні сліди горіння, є імовірність, що там стояли інші ПУ. Але на ранішніх [знімках](https://t.me/kiber_boroshno/8593) цієї батареї видно всього дві пускових. `45.596310,34.440900` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#12.2/45.596310/34.440900)","45.596310,34.440900",45.59631,34.4409,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-06-06,"ГУР мінусує російський рейдовий буксир проекту 498 Локація: озеро Панське, ТОТ Крим [Джерело](https://t.me/DIUkraine/3945) `45.550160,32.797300` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/45.550160/32.797300)","45.550160,32.797300",45.55016,32.7973,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-05-30,"30 травня 2024 року спецпідрозділ ГУР МО України “Group 13” за допомогою морських дронів Magura V5 знищив два швидкісних транспортно-десантних КС-701 «Тунєц» Локація: Бухта Вузька, ТОТ Крим __На знімку за 5 травня можна побачити, як катера стоять на місці, де були знищені 30 числа.__ [Джерело](https://t.me/DIUkraine/3883) `45.516500,32.697360` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/45.516500/32.697360)","45.516500,32.697360",45.5165,32.69736,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-05-24,"Проаналізувавши супутникові знімки за 16 травня командою КіберБорошно було виявлено місце знищення радару «92Н6Е». `44.72741,33.61899`","44.72741,33.61899",44.72741,33.61899,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-05-23,"Вже написали. Летіло сюди, результат побачимо на знімках🫡 `44.72876, 34.48703`","44.72876, 34.48703",44.72876,34.48703,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-09-20,"Штормік завітав до окупантів в тимчасово окупованому Криму Локація: місце зйомки Холмівка, Крим. [Джерело](https://t.me/Crimeanwind/42865) `44.658819, 33.755967` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/44.658819/33.755967)","44.658819, 33.755967",44.658819,33.755967,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-07-20,"Результат влучання в підорський склад БК північно-західніше н.п.Кринички (т.о.Крим) з супутника💣 __Для порівняння взяті знім__ки__ за 13.07 та 19.07.__ [Джерело](https://twitter.com/hwtnv/status/1681873056783020032?s=20) `45.084073,35.075982` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#14.08/45.0845/35.07587)","45.084073,35.075982",45.084073,35.075982,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-05-18,"В тимчасово окупованому Криму через підрив з рельс зійшов, як заявлено підорами, потяг з зерном. Локація: На північ від села Чистеньке, т.о. Крим. [Джерело](https://t.me/ssternenko/16242) `44.891889, 34.043671` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=44.891889%2C34.043671&z=15)","44.891889, 34.043671",44.891889,34.043671,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-04-08,"Бавовна в Феодосії Локація: південніше Феодосії __Місце вибуху приблизне.Там дислокується 18 гвардійський зенітний ракетний полк.__ `45.010066, 35.398665` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=45.010066%2C35.398665&z=15)","45.010066,  35.398665",45.010066,35.398665,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-03-29,"Місце зйомки переходу російського літака на сверхзвук. Локація: Родникове `45.046901,33.958760` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/viewer?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=45.046901%2C33.958760&z=15)","45.046901,33.958760",45.046901,33.95876,Ukraine,Autonomous Republic of Crimea,,,,,,,
2023-03-20,"Відео того самого 🧨невдалого ""транспортування залізницею"" в Джанкої, про яке [інформувало](https://t.me/DIUkraine/2108) ГУР МО. Якось не схоже на мопеди, може 🐝джмелі вже прокинулися і завітали? Хтозна, весна зараз тепла🌞 Відразу за будівлею в кадрі пролягає залізнична колія. `45.710466, 34.389338 `🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/viewer?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&amp%3Bll=48.10355%2C37.622939999999986&amp%3Bz=18&ll=45.71046599999999%2C34.389338000000016&z=18)","45.710466, 34.389338",45.710466,34.389338,Ukraine,Autonomous Republic of Crimea,,,,,,,
2024-11-20,"🦉✈️ **Добрі дрони уразили командний пункт угруповання “сєвєр” 18-го листопада в ранок понеділка** 🗣Сьогодні, рівно через два дні з моменту подій на ресурсах ГУР було розміщено підтвердження влучання в КП “сєвєр” РОВ разом з [відео нарізкою](https://t.me/DIUkraine/4865) з одного з місцевих телеграм каналів. 🟣Судячи з геолокованих кадрів КП “сєвєр” РОВ був розміщений на території спортивно-оздоровчого комплексу «орльонок» міста ґубкін бєлгородської області. 💥Координати: `51.275602, 37.477601` 🗺[Google Maps](https://maps.app.goo.gl/gEEYQo1ofMpPS2jQ8) 🟣За інформацією з першоджерела місцевого ТГ каналу — було видно падіння БПЛА, які супроводжувались хмарами густого диму на західній околиці міста, саме там де розташований комплекс «орльонок». 🟣Перший «прильот» відбувся приблизно о 8:40, по київському часу (GMT+2) або 9:40 по місцевому часу (GMT+3). Другий відбувся через декілька хвилин, всього протягом 20 хвилин нарахували 4 дуже гучних вибухи. 🚀[Підписатися](https://t.me/cricket404_team) | [Зв'язок та співпраця](https://t.me/cricket404)","51.275602, 37.477601",51.275602,37.477601,Russia,Belgorod Oblast,,,,,,,
2024-10-04,"Український дрон уражає російську радіолокаційну станцію 96L6 на південний схід від Томарівки, Бєлгородська область. SE of Tomarovka, Belgorod Oblast, Russia `50.650307, 36.302473` Source: https://t.me/savelifeua/3120","50.650307, 36.302473",50.650307,36.302473,Russia,Belgorod Oblast,,,,,,,
2024-08-09,"Заявлено про удар українськими дронами по російській ремонтній базі в Новому Осколі, Бєлгородська область. Novy Oskol, Belgorod Oblast, Russia ```50.736030, 37.870345``` Source: https://t.me/russianocontext/4297","50.736030, 37.870345",50.73603,37.870345,Russia,Belgorod Oblast,,,,,,,
2024-07-20,"""Дємілітарізация, денаціфікация і абєспєчєніє санітарнай зони"" вони казали. ТІльки забули сказати кого і де. ЗСУ нагадують. __Це продовження демілітаризації ""мірнавав народа"" нп Красноє. В грудні минулого року через дорогу від цього нп наші прикордонники влупили по __[__мірнаму складу БК.__](https://t.me/ukrainian_militant/20492) Локація: Красноє, БНР [Джерело](https://t.me/BaluHub777/13188) `50.36975, 37.13545` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.36975/37.13545)","50.36975, 37.13545",50.36975,37.13545,Russia,Belgorod Oblast,,,,,,,
2024-06-27,"В БНР щось горить в районі БЗС ""Монокристалл"" Локація: щебекіно, бнр місце звідки ведеться зйомка - `50.412410,36.917460` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.412410/36.917460)","50.412410,36.917460",50.41241,36.91746,Russia,Belgorod Oblast,,,,,,,
2024-06-26,"В бнр невідомі камні з неба Локація: район н.п. пушкарноє, бнр місце звідки ведеться зйомка - `50.604508,36.454329` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.604508/36.454329)","50.604508,36.454329",50.604508,36.454329,Russia,Belgorod Oblast,,,,,,,
2024-06-25,"Ще один знищений ЗРГК ""Панцирь-С1"", що виявили й скоригували бійці 3-ої бригади оперативного призначення «Спартан» Локація: борисівка, бнр [Джерело](https://t.me/spartan_ngu/1618) `50.589215, 36.057040` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.589215/36.057040)","50.589215, 36.057040",50.589215,36.05704,Russia,Belgorod Oblast,,,,,,,
2024-06-25,"Аеророзвідники 3 бригади оперативного призначення «Спартан» виявили й скоригували знищення ЗРГК ""Панцирь-С1"" Локація: дубовоє, бнр __Це __[__ураження,__](https://t.me/DniproOfficial/3777)__ що опублікували 22 червня.__ [Джерело](https://t.me/spartan_ngu/1616) `50.546260,36.581428` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.546260/36.581428)","50.546260,36.581428",50.54626,36.581428,Russia,Belgorod Oblast,,,,,,,
2024-06-23,"Сили оборони України успішно уразили підарський пункт управління на кордоні Локація: Нехотіївка, бнр [Джерело](https://t.me/a_shtirlitz/29790) `50.34183, 36.29307` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.34183/36.29307)","50.34183, 36.29307",50.34183,36.29307,Russia,Belgorod Oblast,,,,,,,
2024-06-09,"російські ЗМІ повідомляють про пожежу після гучних вибухів в ракитянському районі, бнр Локація: центральноє, бнр `50.856260,35.908247` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.856260/35.908247)","50.856260,35.908247",50.85626,35.908247,Russia,Belgorod Oblast,,,,,,,
2024-06-03,"🔍 Локація на фото також сходиться з нашою, комплекс знищено по координатах: 📍 `50.73553497281763, 36.735984612300754` 🅰️[Dnipro](https://t.me/DniproOfficial)[ | ](https://t.me/DniproOSINT)[Deployment Map](https://www.google.com/maps/d/u/1/viewer?ll=49.31394738793744%2C35.40836831652523&z=6&mid=1eFmrjREW1Hr73m9ybVOUjmOAd990Ifs)","50.73553497281763, 36.735984612300754",50.73553497,36.73598461,Russia,Belgorod Oblast,,,,,,,
2024-04-27,"ГУР МО України та 15-та ОБрАР дроном-камікадзе ""Warmate"" уразили російську РЛС 48Я6-К1 «Подлет» в Красній Поляні, Белгородська область. Krasnaya Polyana, Belgorod Oblast, Russia ```50.554178,37.154169 50.553388,37.153908``` Source: https://t.me/DIUkraine/3748","50.554178,37.154169",50.554178,37.154169,Russia,Belgorod Oblast,,,,,,,
2024-04-08,"На болотах в небі був помічений новий реактивний дрон. Локація: Шебєкіно, БНР, на болотах __Куди він поспішає? Напишіть в коментарях...__ `50.425445, 36.928531` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.425445/36.928531)","50.425445, 36.928531",50.425445,36.928531,Russia,Belgorod Oblast,,,,,,,
2024-04-07,"Воїни підрозділу ""Chimera"" уразили РСЗВ ""Ураган"" московитів. Локація: Вазнєсєнавка, Бєлгородська обл, на болотах __Дрон Rusoriz XL 1558__ [Джерело](https://t.me/ssternenko/27172) `50.417005, 37.015054` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.417005/37.015054)","50.417005, 37.015054",50.417005,37.015054,Russia,Belgorod Oblast,,,,,,,
2024-03-12,"РДК оприлюднили відео, де, як заявлено, російська армія залишає свої позиції Локація: сподарюшино, бнр [Джерело](https://t.me/russvolcorps/885) `50.502451,35.476922` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.502451/35.476922)","50.502451,35.476922",50.502451,35.476922,Russia,Belgorod Oblast,,,,,,,
2023-12-30,"Наші прикордонники передають кацапні привіт Локація: Красноє, Шебєкінскій гарадской округ, Бєлгородская обл, на болотах [Джерело](https://t.me/ukrainian_militant/20489) `50.365151, 37.130998` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.365151/37.130998)","50.365151, 37.130998",50.365151,37.130998,Russia,Belgorod Oblast,,,,,,,
2023-12-29,"Чергове враження камери ""Муром-М"" в кацапстані Локація: Горькавскій, Бєлгородська область на болотах __Архівне відео__ [Джерело](https://t.me/skylordss/128) `50.446746, 35.852746` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.446746/35.852746)","50.446746, 35.852746",50.446746,35.852746,Russia,Belgorod Oblast,,,,,,,
2023-09-18,"Знищення чергового комплексу спостереження окупантів «Муром-М». Локація: Долгоє, БНР, московія [Джерело](https://t.me/skarlatop/2112) `50.089375, 37.899819` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.089375/37.899819)","50.089375, 37.899819",50.089375,37.899819,Russia,Belgorod Oblast,,,,,,,
2023-07-17,"ГУР оприлюднили відео розстрілу чеченськими добровольцями російського УРАЛ-4320 разом з водієм та старшим машини Локація: північніше н.п.Середа, Білгородська область __Додатково до пруфів на зображенні, співпадає напрямок руху та н.п. про який каже, поки що, живий кацап, який фіксує своїх дохлих товаришів на відео.__ [Джерело](https://t.me/DIUkraine/2584) `50.245343,36.620006` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/50.245343/36.620006)","50.245343,36.620006",50.245343,36.620006,Russia,Belgorod Oblast,,,,,,,
2023-06-08,"Відео датоване від 14 квітня, безпілотник робить скиди на об'єкти енергетичної інфраструктури поблизу Білгорода, БНР. Локація: північний захід та схід від Білгорода, БНР. [Джерело](https://t.me/operatyvnii/8673) 0:00 ~30км від кордону - `50.656650, 36.416177` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.656650%2C36.416177&z=15) 0:37 ~35км від кордону - `50.605925, 36.664984` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.605925%2C36.664984&z=15)","50.656650, 36.416177",50.65665,36.416177,Russia,Belgorod Oblast,,,,,,,
2023-06-06,"РДК оприлюднили відео з заявою про свою присутність в Новій Таволжанці Локація: Нова Таволжанка, БНР __Дата зйомки відео не відома. Відео знято поруч __[__з місцем, де лежить дохлий полковник__](https://t.me/kiber_boroshno/1740)__.__ [Джерело](https://t.me/russvolcorps/591) `50.325886, 36.819796` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.325886%2C36.819796&z=15)","50.325886, 36.819796",50.325886,36.819796,Russia,Belgorod Oblast,,,,,,,
2023-06-06,"""ЛСР"" оприлюднили ще одне відео з забараненим полковником ВДВ андрієм стесевим Локація: Нова Таволжанка, БНР __Судячи з наявних в мережі відео, ""РДК"" та ""ЛСР"" не змогли сильно просунитися в Новій Таволжанці.__ [Джерело](https://t.me/legionoffreedom/870) `50.326192,36.821093` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.326192%2C36.821093&z=15)","50.326192,36.821093",50.326192,36.821093,Russia,Belgorod Oblast,,,,,,,
2023-06-05,"росіяни з ""ЛСР"" продовжують нищити інших росіян та палити російську техніку Локація: Нова Таволжанка, БНР __Дякуємо за геолокацію підписнику, __[__що кинув нам її в коментах__](https://t.me/kiber_boroshno/1715?comment=2077) __та підписнику, що написав в особисті!__ [Джерело](https://t.me/legionoffreedom/858) `50.344706,36.828014` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.344706%2C36.828014&z=15)","50.344706,36.828014",50.344706,36.828014,Russia,Belgorod Oblast,,,,,,,
2023-06-05,"РДК опублікували відео своєї присутності в Новій Таволжанці. Локація: Нова Таволжанка, БНР. [Джерело](https://t.me/russvolcorps/585) `50.323013, 36.819715` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.323013%2C36.819715&z=15)","50.323013, 36.819715",50.323013,36.819715,Russia,Belgorod Oblast,,,,,,,
2023-06-05,"Кадри роботи по ворожій техніці від ЛСР. Локація: Нова Таволжанка, БНР. [Джерело](https://t.me/legionoffreedom/855) `50.337367, 36.827976` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.337367%2C36.827976&z=15)","50.337367, 36.827976",50.337367,36.827976,Russia,Belgorod Oblast,,,,,,,
2023-06-04,"Як було заявлено, РДК заходять в пригород Шмякіно Локація: Нова Таволжанка __Фактично, Нова Таволжанка є пригородом Щебекіно та РДК заходять в саме село, що у 800 метрах від кордону__ [Джерело](https://t.me/russvolcorps/581) `50.3197861, 36.8216269` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.3197861%2C36.8216269&z=15)","50.3197861, 36.8216269",50.3197861,36.8216269,Russia,Belgorod Oblast,,,,,,,
2023-06-02,"Мені просто нравиться як воно горить🔥 В Шебекіно на промці сьогодні вихідний) Доречі Білгородці також мають змогу насолодитися зачаровуючим краєвидом❤️ Локація: Шебекіно, БНР. __координати 1 - пожежа координати 2 - вид з Білгорода__ `50.399625, 36.911964` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.399625%2C36.911964&z=15) `50.600207, 36.603362` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.600207%2C36.603362&z=15)","50.399625, 36.911964",50.399625,36.911964,Russia,Belgorod Oblast,,,,,,,
2023-06-02,"Кадри знищення особового складу та техніки окупантів на Грайворонському напрямку. Локація: Козинка, БНР. [Джерело](https://t.me/c/1674441133/29509) 0:19 - `50.435182, 35.605266` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.435182%2C35.605266&z=15) 0:21 - `50.458611, 35.581772` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.458611%2C35.581772&z=15) 0:27 - `50.433927, 35.598079` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.433927%2C35.598079&z=15) 0:31 - `50.441673, 35.600343` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.441673%2C35.600343&z=15)","50.435182, 35.605266",50.435182,35.605266,Russia,Belgorod Oblast,,,,,,,
2023-06-01,"Кадри роботи по підарській техніці котра сховалась поміж мирних будівель в селі Нова Траволжанка. Локація: Нова Таволжанка, БНР. [Джерело](https://t.me/legionoffreedom/833) `50.323856, 36.819864` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.323856%2C36.819864&z=15)","50.323856, 36.819864",50.323856,36.819864,Russia,Belgorod Oblast,,,,,,,
2023-06-01,"Трєвожно👀 Локація: вул. Леніна, 58, Шебекіно, БНР. [Джерело](https://t.me/c/1693714432/63242) `50.405543, 36.880073` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.405543%2C36.880073&z=15)","50.405543, 36.880073",50.405543,36.880073,Russia,Belgorod Oblast,,,,,,,
2023-06-01,"Знищення 1-го підарського камаза з БК та 1-го самохідного міномета ""Тюльпан"" на південь від Шебекіно. Локація: На південь від Шебекіно, БНР. [Джерело](https://t.me/legionoffreedom/830) `50.367980, 36.902286` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.367980%2C36.902286&z=15)","50.367980, 36.902286",50.36798,36.902286,Russia,Belgorod Oblast,,,,,,,
2023-05-25,"245 полк ЗС РФ тікає під вогнем «РДК» Локація: Богун-Городок, БНР [Джерело](https://www.youtube.com/watch?v=4eleOXYAU0c) `50.45856, 36.11917` 🇺🇦 [CyberBoroshnoMap](https://www.google.com/maps/d/u/0/edit?mid=18ZAFNYdmU7bbiMn_sk0RlV8RLsReunE&ll=50.45856%2C36.11917&z=15)","50.45856, 36.11917",50.45856,36.11917,Russia,Belgorod Oblast,,,,,,,
